"group_id"	"type"	"items_in_group"	"lo_value"	"p"	"FDR"	"goodsgrna"	"rank"	"log2FoldChange"
"NFKB2"	"x"	6	0.91988	0.91969	0.99903	0	1433	0.09755
"SRSF10"	"x"	6	0.9205	0.92037	0.99903	0	1434	0.12745
"nc_chr13_9"	"n"	1	0.92077	0.92091	0.99903	0	1435	0.516
"NUAK1"	"x"	6	0.92225	0.92223	0.99903	0	1436	0.02725
"TWIST1"	"x"	6	0.92319	0.92308	0.99903	0	1437	0.002605
"CTNNB1"	"x"	6	0.92345	0.92329	0.99903	0	1438	0.18545
"PAK2"	"x"	5	0.92382	0.92385	0.99903	0	1439	-0.0118
"MNX1"	"x"	6	0.92439	0.92424	0.99903	0	1440	0.0992
"ULK1"	"x"	6	0.92565	0.92562	0.99903	0	1441	0.1905
"BCL2L12"	"x"	6	0.92573	0.92568	0.99903	0	1442	0.07365
"nc_chr16_7"	"n"	1	0.92707	0.92708	0.99903	0	1443	0.407
"NRAS"	"x"	6	0.92771	0.92771	0.99903	0	1444	0.114
"POU5F1"	"x"	6	0.92836	0.92823	0.99903	0	1445	0.0852
"SIRT1"	"x"	6	0.92884	0.92874	0.99903	0	1446	0.3305
"CBL"	"x"	5	0.92901	0.92913	0.99903	0	1447	0.0974
"EZR"	"x"	6	0.93036	0.93025	0.99903	0	1448	0.0401
"LIMK2"	"x"	6	0.93114	0.93109	0.99903	0	1449	0.07965
"TOP2B"	"x"	6	0.93169	0.93158	0.99903	0	1450	0.054735
"nc_chr12_2"	"n"	1	0.93265	0.93252	0.99903	0	1451	0.207
"MYL9"	"x"	6	0.93436	0.93447	0.99903	0	1452	0.02035
"AGMO"	"x"	6	0.93444	0.93457	0.99903	0	1453	0.0039
"COPS6"	"p"	6	0.9357	0.93599	0.99903	0	1454	0.05515
"CDCA7"	"x"	6	0.93578	0.93609	0.99903	0	1455	0.06739
"MLST8"	"x"	6	0.9368	0.93708	0.99903	0	1456	0.535
"CCNH"	"x"	6	0.93717	0.93745	0.99903	0	1457	0.12245
"MSH4"	"x"	6	0.93846	0.93878	0.99903	0	1458	0.1697
"AMHR2"	"x"	6	0.93938	0.93966	0.99903	0	1459	0.0626
"CYCS"	"x"	6	0.93959	0.93987	0.99903	0	1460	0.07495
"VASP"	"x"	6	0.93966	0.93996	0.99903	0	1461	0.041205
"EPC2"	"x"	6	0.94008	0.9405	0.99903	0	1462	0.2465
"MYC"	"x"	6	0.94036	0.9407	0.99903	0	1463	-0.00573
"LAMTOR4"	"x"	6	0.94146	0.94187	0.99903	0	1464	0.0111
"nc_chr8_7"	"n"	1	0.94259	0.9424	0.99903	0	1465	0.283
"KDSR"	"x"	6	0.94335	0.94358	0.99903	0	1466	0.0520000000000018
"TNK2"	"x"	6	0.94368	0.94393	0.99903	0	1467	0.0465
"SMAD7"	"x"	6	0.94375	0.94399	0.99903	0	1468	0.035555
"CCNE1"	"x"	5	0.94411	0.94473	0.99903	0	1469	0.62
"HGS"	"x"	6	0.94532	0.94574	0.99903	0	1470	0.1185
"MLH3"	"x"	6	0.9457	0.94616	0.99903	0	1471	0.1365
"FZD4"	"x"	6	0.94609	0.94653	0.99903	0	1472	0.12185
"PTAR1"	"x"	6	0.94634	0.94678	0.99903	0	1473	0.07405
"PLD2"	"x"	6	0.94653	0.94697	0.99903	0	1474	0.228
"TAOK3"	"x"	6	0.94704	0.94742	0.99903	0	1475	0.027
"PPP6C"	"x"	6	0.94729	0.94761	0.99903	0	1476	0.0221500000000018
"ABL1"	"x"	6	0.94779	0.94807	0.99903	0	1477	0.03885
"nc_chrX_6"	"n"	1	0.94781	0.94747	0.99903	0	1478	0.272
"MDC1"	"x"	6	0.94797	0.94828	0.99903	0	1479	0.18225
"nc_chr19_7"	"n"	1	0.94962	0.94936	0.99903	0	1480	0.265
"GNG2"	"x"	6	0.9507	0.95076	0.99903	0	1481	0.1635
"ITGB2"	"x"	3	0.95253	0.95203	0.99903	0	1482	0.206
"MECP2"	"x"	6	0.95262	0.95267	0.99903	0	1483	0.405
"EIF4ENIF1"	"x"	6	0.95325	0.95329	0.99903	0	1484	0.2325
"RPA3"	"x"	6	0.9533	0.95333	0.99903	0	1485	0.17675
"BRD2"	"x"	6	0.95342	0.95346	0.99903	0	1486	0.07375
"ST3GAL1"	"x"	6	0.9537	0.95371	0.99903	0	1487	0.0435
"IL6R"	"x"	6	0.95415	0.95419	0.99903	0	1488	0.1585
"FKBP1A"	"x"	6	0.9547	0.95474	0.99903	0	1489	0.159
"ANAPC5"	"x"	6	0.95503	0.95506	0.99903	0	1490	0.366
"DUSP2"	"x"	6	0.95601	0.95609	0.99903	0	1491	0.0311
"IL2RB"	"x"	6	0.95623	0.95631	0.99903	0	1492	0.1995
"BAX"	"x"	6	0.95708	0.95726	0.99903	0	1493	0.3785
"BUB1"	"x"	6	0.95718	0.9574	0.99903	0	1494	0.1074
"WNT5A"	"x"	6	0.9575	0.9577	0.99903	0	1495	0.09815
"GLI3"	"x"	6	0.9576	0.95779	0.99903	0	1496	0.05085
"MSN"	"x"	6	0.95812	0.95822	0.99903	0	1497	0.1076
"nc_chr18_4"	"n"	1	0.95823	0.95809	0.99903	0	1498	0.554
"CD46"	"x"	6	0.95843	0.9585	0.99903	0	1499	0.1945
"PGR"	"x"	6	0.95874	0.95885	0.99903	0	1500	0.154
"nc_chrX_2"	"n"	1	0.95896	0.95876	0.99903	0	1501	0.258
"HK1"	"x"	6	0.95935	0.9594	0.99903	0	1502	0.197
"DUSP16"	"x"	6	0.9598	0.9598	0.99903	0	1503	-0.05865
"ASNA1"	"x"	6	0.9599	0.95991	0.99903	0	1504	0.1175
"UBE2C"	"x"	6	0.96171	0.96145	0.99903	0	1505	0.287
"CASP7"	"x"	6	0.9618	0.96154	0.99903	0	1506	0.12305
"HNF1B"	"x"	6	0.96285	0.96266	0.99903	0	1507	0.2103
"NFATC1"	"x"	6	0.96299	0.96279	0.99903	0	1508	0.03325
"BLNK"	"x"	6	0.96377	0.96358	0.99903	0	1509	0.0549
"MAP2K4"	"x"	6	0.96405	0.96383	0.99903	0	1510	0.1545
"KIF11"	"x"	6	0.96436	0.96419	0.99903	0	1511	0.324
"nc_chr18_1"	"n"	1	0.9649	0.96485	0.99903	0	1512	0.366
"MAML1"	"x"	6	0.96543	0.96518	0.99903	0	1513	0.06705
"MYOG"	"x"	6	0.96605	0.96585	0.99903	0	1514	0.03860195
"PHLPP1"	"x"	6	0.96703	0.96695	0.99903	0	1515	0.0732
"STAMBP"	"x"	6	0.96733	0.96725	0.99903	0	1516	0.1345
"FZD7"	"x"	5	0.96862	0.96904	0.99903	0	1517	0.1
"CDC25B"	"x"	6	0.96973	0.96961	0.99903	0	1518	0.7725
"MAPK11"	"x"	6	0.96997	0.96978	0.99903	0	1519	0.147
"HDAC1"	"x"	6	0.97008	0.96989	0.99903	0	1520	0.187
"PIP4K2C"	"x"	6	0.97028	0.97009	0.99903	0	1521	0.0654
"JAK1"	"x"	6	0.97032	0.97014	0.99903	0	1522	0.4865
"TAB2"	"x"	6	0.97184	0.9715	0.99903	0	1523	0.1585
"VPS54"	"x"	6	0.97293	0.97246	0.99903	0	1524	0.07875
"SH3RF1"	"x"	6	0.97311	0.97264	0.99903	0	1525	0.1238
"VEGFA"	"x"	6	0.97343	0.97295	0.99903	0	1526	0.191
"STAT5B"	"x"	6	0.97396	0.9735	0.99903	0	1527	0.09685
"CSNK1A1L"	"x"	6	0.97427	0.97383	0.99903	0	1528	0.15395
"nc_chr16_11"	"n"	1	0.97496	0.97469	0.99903	0	1529	1.37
"SOX9"	"x"	6	0.97522	0.9748	0.99903	0	1530	0.0986
"PSMC4"	"p"	6	0.97555	0.97514	0.99903	0	1531	0.2405
"nc_chr12_10"	"n"	1	0.97581	0.97557	0.99903	0	1532	0.385
"PTPRG"	"x"	6	0.97636	0.97613	0.99903	0	1533	0.08325
"HLA-A"	"x"	6	0.97662	0.9764	0.99903	0	1534	0.0659
"COPS8"	"p"	6	0.97783	0.97746	0.99903	0	1535	0.3115
"nc_chr5_4"	"n"	1	0.9786	0.97846	0.99903	0	1536	0.301
"FER"	"x"	6	0.97925	0.97894	0.99903	0	1537	0.3375
"CDC26"	"x"	6	0.98073	0.98053	0.99903	0	1538	0.10505
"PPARGC1A"	"x"	6	0.9809	0.98071	0.99903	0	1539	0.1112
"RND1"	"x"	6	0.98103	0.98082	0.99903	0	1540	0.0903
"FOXA1"	"x"	6	0.98106	0.98085	0.99903	0	1541	0.08485
"RAD9B"	"x"	6	0.98153	0.98127	0.99903	0	1542	0.2605
"TCL1B"	"x"	6	0.98195	0.98158	0.99903	0	1543	0.283
"SKP2"	"x"	6	0.98207	0.9817	0.99903	0	1544	0.509
"VAV1"	"x"	6	0.98265	0.98234	0.99903	0	1545	0.012375
"ERCC1"	"x"	6	0.98273	0.98245	0.99903	0	1546	0.163
"nc_chr17_2"	"n"	1	0.98333	0.98339	0.99903	0	1547	0.363
"AKT2"	"x"	6	0.98355	0.98334	0.99903	0	1548	0.09085
"SMO"	"x"	6	0.98407	0.98395	0.99903	0	1549	0.09915
"TFDP1"	"x"	6	0.98423	0.98407	0.99903	0	1550	0.2864
"TGFBR2"	"x"	6	0.9845	0.98434	0.99903	0	1551	0.111
"CDK6"	"x"	6	0.98606	0.98591	0.99903	0	1552	0.233
"PRKCH"	"x"	6	0.98648	0.98633	0.99903	0	1553	0.1113
"MAPK9"	"x"	6	0.9869	0.98671	0.99903	0	1554	0.1985
"nc_chr5_2"	"n"	1	0.98697	0.98702	0.99903	0	1555	0.602
"FLT4"	"x"	6	0.98744	0.98729	0.99903	0	1556	0.305
"NCOA3"	"x"	6	0.98761	0.98747	0.99903	0	1557	0.3925
"CDC45"	"x"	6	0.98825	0.98805	0.99903	0	1558	0.2865
"EPOR"	"x"	6	0.98836	0.98816	0.99903	0	1559	0.0929
"PSTK"	"x"	6	0.98862	0.98841	0.99903	0	1560	0.24
"PNKP"	"x"	6	0.98873	0.98851	0.99903	0	1561	0.2985
"MBD4"	"x"	6	0.98875	0.98853	0.99903	0	1562	0.1506
"CHUK"	"x"	6	0.98945	0.98925	0.99903	0	1563	0.0996
"HNRNPA1"	"x"	6	0.98968	0.9895	0.99903	0	1564	0.1645
"HSPA1B"	"x"	6	0.98992	0.98978	0.99903	0	1565	0.134
"nc_chr20_5"	"n"	1	0.99048	0.99054	0.99903	0	1566	5.04
"SIAH1"	"x"	6	0.99074	0.99056	0.99903	0	1567	0.082
"RPS3A"	"p"	6	0.99076	0.99058	0.99903	0	1568	0.193
"UNG"	"x"	6	0.99107	0.99096	0.99903	0	1569	0.118
"NCOA1"	"x"	6	0.99221	0.99211	0.99903	0	1570	0.1855
"STAT2"	"x"	6	0.99288	0.99274	0.99903	0	1571	0.5735
"STMN1"	"x"	6	0.9937	0.99342	0.99903	0	1572	0.2095
"CDC25A"	"x"	6	0.99444	0.99421	0.99903	0	1573	0.7355
"PFKFB3"	"x"	6	0.99464	0.99448	0.99903	0	1574	0.178
"DUSP6"	"x"	5	0.99471	0.99462	0.99903	0	1575	0.411
"CDKN2B"	"x"	6	0.99491	0.99477	0.99903	0	1576	0.1905
"CDK2"	"x"	6	0.99506	0.99495	0.99903	0	1577	0.87
"E2F3"	"x"	6	0.99512	0.99501	0.99903	0	1578	0.3725
"NFKB1"	"x"	6	0.9963	0.99628	0.99903	0	1579	0.3435
"STAT6"	"x"	6	0.99639	0.99641	0.99903	0	1580	0.4405
"HSPA1A"	"x"	6	0.99662	0.99662	0.99903	0	1581	0.3305
"PTPN6"	"x"	6	0.99666	0.99665	0.99903	0	1582	0.365
"MAST3"	"x"	6	0.99689	0.99686	0.99903	0	1583	0.23
"MYH9"	"x"	6	0.99708	0.99707	0.99903	0	1584	0.1725
"WNT10B"	"x"	6	0.99726	0.99727	0.99903	0	1585	0.4295
"nc_chr1_1"	"n"	1	0.99812	0.99821	0.99903	0	1586	0.744
"CSK"	"x"	6	0.99838	0.99837	0.99903	0	1587	0.3255
"FAS"	"x"	6	0.99841	0.9984	0.99903	0	1588	0.2645
"CAND1"	"x"	6	0.99978	0.99977	0.999766	0	1589	0.3425
